,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
85,Not Classified,2000,0.063078117,0.08720171,0.119006177,584289,36855.85,50951,69534
86,Not Classified,2001,0.063396862,0.087520226,0.119406069,585876,37142.7,51276,69957.15
87,Not Classified,2002,0.063549073,0.087857397,0.119870877,588317,37387,51688,70522.075
88,Not Classified,2003,0.063740244,0.088186294,0.120222572,590035,37608.975,52033,70935.525
89,Not Classified,2004,0.064001313,0.088483869,0.120828939,592673,37931.85,52442,71612.05
90,Not Classified,2005,0.064051244,0.0887108,0.121355586,596207,38187.8,52890,72353.05
91,Not Classified,2006,0.063978291,0.08886368,0.121868829,598546,38293.95,53189,72944.1
92,Not Classified,2007,0.063830172,0.088957122,0.122274574,599255,38250.55,53308,73273.65
93,Not Classified,2008,0.063758132,0.089061249,0.122854242,599520,38224.275,53394,73653.575
94,Not Classified,2009,0.063614884,0.089200734,0.123524922,599087,38110.85,53439,74002.175
95,Not Classified,2010,0.06345584,0.089369667,0.124316896,598335,37967.85,53473,74383.15
96,Not Classified,2011,0.063390011,0.089569958,0.125223682,596383,37804.725,53418,74681.275
97,Not Classified,2012,0.063276966,0.089824801,0.125894749,594524,37619.675,53403,74847.45
98,Not Classified,2013,0.063145208,0.08998822,0.12678698,592522,37414.925,53320,75124.075
99,Not Classified,2014,0.062887678,0.090310244,0.127928947,589922,37098.825,53276,75468.1
100,Not Classified,2015,0.062732263,0.090604598,0.129170768,587266,36840.525,53209,75857.6
101,Not Classified,2016,0.062713953,0.091049047,0.13045861,583949,36621.75,53168,76181.175
102,Not Classified,2017,0.062688982,0.091525737,0.132054676,573336,35941.85,52475,75711.7
103,Not Classified,2018,0.062721262,0.092132345,0.133879964,544152,34129.9,50134,72851.05
104,Not Classified,2019,0.062705984,0.092643534,0.135544114,497671,31206.95,46106,67456.375
105,Not Classified,2020,0.0625119,0.093039462,0.137107341,466372,29153.8,43391,63943.025
106,Upper Middle Income,2000,0.075410673,0.080134547,0.085953283,34286810,2585591.4,2747558,2947063.9
107,Upper Middle Income,2001,0.076252273,0.08065307,0.086028153,33316624,2540468.325,2687088,2866167.625
108,Upper Middle Income,2002,0.076087232,0.080252435,0.085315245,32998600,2510772.15,2648218,2815283.65
109,Upper Middle Income,2003,0.076088523,0.079985252,0.084712303,32858045,2500120.125,2628159,2783480.65
110,Upper Middle Income,2004,0.075847892,0.079541911,0.083962923,33232606,2520623.1,2643385,2790306.725
111,Upper Middle Income,2005,0.075634255,0.079117954,0.083236426,33456717,2530473.875,2647027,2784817.55
112,Upper Middle Income,2006,0.075326111,0.078629522,0.082516468,33772557,2543955.375,2655520,2786792.125
113,Upper Middle Income,2007,0.074886759,0.078018208,0.081690601,34207835,2561713.9,2668834,2794458.6
114,Upper Middle Income,2008,0.074568021,0.077564804,0.081109363,34896459,2602159.875,2706737,2830429.575
115,Upper Middle Income,2009,0.074081981,0.076979885,0.080440209,35271357,2612972,2715185,2837235.325
116,Upper Middle Income,2010,0.073992544,0.076855533,0.080272851,35195098,2604174.825,2704938,2825210.875
117,Upper Middle Income,2011,0.074022581,0.076889784,0.080297161,35243772,2608834.95,2709886,2829974.825
118,Upper Middle Income,2012,0.072853802,0.075783974,0.079294677,36719848,2675180.525,2782776,2911688.5
119,Upper Middle Income,2013,0.073347274,0.076345648,0.079926984,35760493,2622934.675,2730158,2858228.35
120,Upper Middle Income,2014,0.07291207,0.076019563,0.07972253,36311916,2647576.95,2760416,2894877.8
121,Upper Middle Income,2015,0.073611953,0.076777239,0.080584152,34942283,2572169.7,2682772,2815794.25
122,Upper Middle Income,2016,0.072515758,0.075872963,0.079891904,35446764,2570448.975,2689451,2831909.45
123,Upper Middle Income,2017,0.072091679,0.075631457,0.079853866,35276631,2543151.575,2668023,2816975.35
124,Upper Middle Income,2018,0.074241705,0.077856897,0.082195815,32153041,2387096.575,2503336,2642845.4
125,Upper Middle Income,2019,0.074772075,0.078526519,0.083089654,30921465,2312062.1,2428155,2569253.825
126,Upper Middle Income,2020,0.076943326,0.080764069,0.085446799,28243364,2173138.375,2281049,2413305.05
