,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
56,Not Classified,2013,0.140486461,0.149551809,0.161638464,126228958,17733459.6,18877769,20403454.85
57,Not Classified,2014,0.138279067,0.147268465,0.159236,126250627,17457818.95,18592736,20103644.88
58,Not Classified,2015,0.138294367,0.14726305,0.15926561,125001268,17286971.2,18408068,19908403.23
59,Not Classified,2016,0.136838901,0.145790772,0.157814241,125523267,17176465.95,18300134,19809359.05
60,Not Classified,2017,0.135508303,0.144507256,0.156643253,124816736,16913704.1,18036924,19551699.6
61,Not Classified,2018,0.136879799,0.146201353,0.158811895,121564908,16639780.2,17772954,19305953.43
62,Not Classified,2019,0.13645196,0.145979459,0.158874362,119637346,16324750.33,17464595,19007307.03
63,Not Classified,2020,0.137337119,0.147167851,0.160579168,116543320,16005723.8,17151430,18714429.35
64,Small island developing States (SIDS),2000,0.124321144,0.133099157,0.144250987,1203937,149674.825,160243,173669.1
65,Small island developing States (SIDS),2001,0.125525378,0.134301506,0.145313406,1188907,149238,159672,172764.125
66,Small island developing States (SIDS),2002,0.126248735,0.134835574,0.145589123,1199053,151378.925,161675,174569.075
67,Small island developing States (SIDS),2003,0.127174861,0.135711331,0.146400723,1196525,152167.9,162382,175172.125
68,Small island developing States (SIDS),2004,0.128200761,0.136703062,0.14729265,1191451,152744.925,162875,175491.975
69,Small island developing States (SIDS),2005,0.129023174,0.137454519,0.148006629,1187862,153261.725,163277,175811.45
70,Small island developing States (SIDS),2006,0.129838282,0.138201008,0.148647693,1183385,153648.675,163545,175907.45
71,Small island developing States (SIDS),2007,0.130138517,0.138393746,0.148667945,1190285,154901.925,164728,176957.225
72,Small island developing States (SIDS),2008,0.129954121,0.138048465,0.148078063,1212748,157601.6,167418,179581.375
73,Small island developing States (SIDS),2009,0.130024932,0.137977661,0.147822768,1229141,159818.975,169594,181695.025
74,Small island developing States (SIDS),2010,0.130550944,0.138517633,0.14829286,1232529,160907.825,170727,182775.25
75,Small island developing States (SIDS),2011,0.130953264,0.138800869,0.148448576,1244985,163034.85,172805,184816.25
76,Small island developing States (SIDS),2012,0.131768599,0.139592728,0.149194346,1242314,163697.975,173418,185346.225
77,Small island developing States (SIDS),2013,0.132330033,0.140157931,0.149855771,1238139,163842.975,173535,185542.275
78,Small island developing States (SIDS),2014,0.132826723,0.140617185,0.150370272,1239628,164655.725,174313,186403.2
79,Small island developing States (SIDS),2015,0.133055122,0.140847927,0.15068061,1242489,165319.525,175002,187219
80,Small island developing States (SIDS),2016,0.133770139,0.141772088,0.151789344,1225086,163879.925,173683,185955
81,Small island developing States (SIDS),2017,0.13404822,0.142137579,0.152330409,1219389,163456.925,173321,185750.025
82,Small island developing States (SIDS),2018,0.134170749,0.142312942,0.152602909,1219088,163565.95,173492,186036.375
83,Small island developing States (SIDS),2019,0.134643303,0.142989911,0.15353092,1211561,163128.575,173241,186012.075
84,Small island developing States (SIDS),2020,0.135017249,0.143606358,0.154428677,1204118,162576.7,172919,185950.35
